Date,Open,High,Low,Close,Adj Close,Volume
2022-06-24,300.869995,313.859985,299.350006,310.869995,306.900513,2297000
2022-06-27,317.630005,320.690002,311.209991,315.329987,311.303589,1708300
2022-06-28,318.390015,320.179993,308.480011,309.160004,305.212402,1818100
2022-06-29,307.209991,307.739990,297.690002,300.649994,297.899872,1800800
2022-06-30,297.790009,304.589996,294.290009,299.470001,296.730713,2082100
2022-07-01,300.589996,304.869995,294.320007,301.630005,298.870911,1373600
2022-07-05,293.869995,294.799988,287.709991,292.130005,289.457825,2147900
2022-07-06,289.839996,291.950012,283.809998,289.140015,286.495209,2083200
2022-07-07,297.820007,304.589996,295.540009,303.970001,301.189514,2051800
2022-07-08,304.700012,308.019989,301.260010,304.640015,301.853424,1516100
2022-07-11,300.559998,303.980011,297.859985,298.410004,295.680389,993900
2022-07-12,294.000000,301.269989,293.140015,295.959991,293.252777,1210200
2022-07-13,292.029999,299.170013,291.290009,296.779999,294.065308,1199900
2022-07-14,290.049988,294.859985,288.339996,294.329987,291.637665,1366800
2022-07-15,298.070007,299.649994,293.190002,297.700012,294.976898,1184500
2022-07-18,301.140015,306.480011,296.950012,297.950012,295.224609,1056200
2022-07-19,301.559998,312.200012,300.820007,311.589996,308.739807,1282200
2022-07-20,311.459991,315.989990,310.209991,315.359985,312.475311,1152500
2022-07-21,314.820007,316.760010,308.609985,316.540009,313.644531,1223300
2022-07-22,317.839996,320.470001,310.459991,312.260010,309.403717,1110700
2022-07-25,314.890015,323.390015,311.910004,322.959991,320.005798,1433100
2022-07-26,323.769989,325.760010,318.250000,319.450012,316.527954,1122600
2022-07-27,321.000000,327.070007,318.649994,325.709991,322.730652,1148200
2022-07-28,329.649994,334.489990,323.869995,331.630005,328.596527,1295600
2022-07-29,336.049988,344.709991,333.000000,343.179993,340.040863,1880300
2022-08-01,338.869995,341.950012,335.989990,338.190002,335.096527,1238900
2022-08-02,335.000000,339.070007,330.839996,333.209991,330.162048,1271500
2022-08-03,337.220001,338.619995,333.529999,336.510010,333.431885,1142800
2022-08-04,339.100006,344.760010,336.720001,342.380005,339.248199,1333900
2022-08-05,337.489990,344.579987,337.320007,343.309998,340.169678,917100
2022-08-08,346.880005,349.239990,342.799988,343.709991,340.566010,953200
2022-08-09,346.250000,347.440002,343.100006,343.679993,340.536285,1146300
2022-08-10,348.890015,357.250000,348.589996,352.359985,349.136902,1136200
2022-08-11,360.500000,363.500000,357.209991,361.920013,358.609436,1718800
2022-08-12,362.450012,368.579987,361.709991,368.160004,364.792389,1256500
2022-08-15,362.459991,366.290009,359.100006,366.049988,362.701660,1196100
2022-08-16,364.309998,373.369995,363.010010,369.980011,366.595703,1431500
2022-08-17,364.470001,367.450012,362.279999,364.690002,361.354126,1722500
2022-08-18,364.450012,369.940002,362.750000,367.989990,364.623901,1983500
2022-08-19,358.630005,369.920013,353.049988,369.660004,366.278625,4242200
2022-08-22,363.350006,373.119995,361.220001,369.640015,366.258850,2353600
2022-08-23,368.500000,385.989990,368.489990,374.880005,371.450867,2389800
2022-08-24,378.760010,382.350006,374.119995,381.380005,377.891449,1566300
2022-08-25,382.000000,388.429993,381.600006,388.149994,384.599487,1325400
2022-08-26,391.179993,392.929993,378.679993,379.380005,375.909729,1452800
2022-08-29,376.160004,385.429993,374.559998,380.609985,377.128479,1323400
2022-08-30,379.239990,379.769989,365.519989,368.739990,365.367065,1622700
2022-08-31,370.029999,370.029999,364.529999,365.250000,361.908966,1500200
2022-09-01,358.980011,364.760010,357.250000,363.769989,360.442505,1349900
2022-09-02,369.950012,370.380005,360.820007,362.220001,358.906677,1141700
2022-09-06,363.190002,364.959991,355.480011,361.059998,357.757324,1092600
2022-09-07,357.880005,366.970001,357.220001,365.940002,362.592651,913100
2022-09-08,363.760010,370.440002,362.899994,368.480011,365.109436,1227200
2022-09-09,373.019989,375.260010,372.100006,372.250000,368.844940,1240300
2022-09-12,375.290009,376.000000,369.829987,374.029999,370.608673,1129200
2022-09-13,365.549988,371.429993,361.950012,363.299988,359.976807,1085700
2022-09-14,364.350006,365.250000,357.579987,360.899994,357.598755,1121700
2022-09-15,360.899994,364.600006,358.309998,358.769989,355.488281,970000
2022-09-16,355.299988,356.089996,349.130005,354.500000,351.257294,2422600
2022-09-19,350.279999,363.200012,349.540009,362.690002,359.372406,1008700
2022-09-20,359.880005,360.450012,352.540009,355.589996,352.337341,1434000
2022-09-21,360.299988,361.089996,349.809998,349.809998,346.610199,1007100
2022-09-22,352.510010,354.049988,345.929993,346.130005,342.963867,1006400
2022-09-23,341.489990,343.100006,328.619995,334.220001,331.162811,1717600
2022-09-26,331.049988,338.829987,330.760010,332.239990,329.200928,1331600
2022-09-27,335.899994,341.690002,332.339996,335.679993,332.609467,1180100
2022-09-28,338.200012,348.070007,337.070007,345.899994,342.735962,1292600
2022-09-29,341.000000,344.600006,338.440002,341.000000,338.988220,1589500
2022-09-30,338.760010,341.059998,333.660004,333.890015,331.920166,1697200
2022-10-03,339.609985,347.779999,339.179993,344.049988,342.020203,1536900
2022-10-04,350.070007,360.700012,350.000000,360.290009,358.164398,1639000
2022-10-05,355.290009,359.660004,355.290009,355.769989,353.671051,1073700
2022-10-06,354.239990,359.339996,353.040009,355.470001,353.372833,915100
2022-10-07,352.049988,356.399994,349.700012,356.149994,354.048828,1351700
2022-10-10,358.260010,365.279999,355.750000,359.679993,357.558014,1366900
2022-10-11,356.820007,370.260010,356.100006,363.329987,361.186462,1457200
2022-10-12,362.920013,364.260010,358.450012,361.209991,359.078949,1179400
2022-10-13,354.109985,368.390015,349.070007,367.170013,365.003815,1596600
2022-10-14,368.380005,372.399994,356.429993,357.140015,355.032990,1231700
2022-10-17,361.390015,367.179993,360.970001,362.589996,360.450836,1077100
2022-10-18,371.859985,373.940002,365.750000,371.309998,369.119385,1214800
2022-10-19,370.000000,374.549988,367.500000,371.320007,369.129333,817800
2022-10-20,371.829987,374.079987,363.720001,365.519989,363.363556,788300
2022-10-21,364.559998,383.630005,363.070007,383.059998,380.800049,1387500
2022-10-24,381.670013,387.440002,380.109985,385.890015,383.613373,1059700
2022-10-25,384.000000,392.500000,383.140015,391.630005,389.319489,1402500
2022-10-26,394.769989,395.769989,388.220001,391.179993,388.872131,1157500
2022-10-27,398.000000,405.410004,393.679993,394.589996,392.262054,2043100
2022-10-28,393.799988,397.730011,390.170013,396.850006,394.508728,1712300
2022-10-31,395.920013,406.019989,395.010010,395.820007,393.484802,1638400
2022-11-01,398.000000,398.000000,385.730011,388.709991,386.416748,2269000
2022-11-02,388.709991,397.329987,385.649994,385.950012,383.673035,1719300
2022-11-03,381.179993,397.980011,380.260010,393.630005,391.307709,1627400
2022-11-04,400.619995,403.989990,393.500000,395.089996,392.759094,1548500
2022-11-07,398.579987,398.809998,393.899994,398.769989,396.417389,1186300
2022-11-08,399.809998,408.769989,398.549988,404.570007,402.183167,1360800
2022-11-09,400.350006,404.910004,396.420013,397.089996,394.747284,2182800
2022-11-10,406.309998,408.019989,395.269989,407.609985,405.205200,2370900
2022-11-11,406.609985,413.500000,405.149994,406.029999,403.634552,1519200
2022-11-14,404.579987,410.480011,402.329987,406.940002,404.539185,2035700
2022-11-15,411.760010,412.970001,401.799988,406.970001,404.569031,1701100
2022-11-16,407.250000,408.579987,402.049988,406.399994,404.002380,1101600
2022-11-17,402.649994,413.630005,401.570007,412.989990,410.553497,1284100
2022-11-18,415.100006,416.019989,411.279999,414.260010,411.816010,1590800
2022-11-21,413.250000,415.279999,406.510010,411.700012,409.271118,1326000
2022-11-22,414.000000,416.829987,411.450012,416.559998,414.102448,2195200
2022-11-23,429.519989,448.399994,428.880005,437.519989,434.938782,5080300
2022-11-25,435.769989,442.410004,432.549988,441.470001,438.865479,1135500
2022-11-28,437.380005,443.640015,436.920013,441.209991,438.607025,1974800
2022-11-29,443.790009,444.529999,436.220001,440.970001,438.368408,1643100
2022-11-30,441.209991,441.690002,432.920013,441.000000,438.398254,2397200
2022-12-01,440.329987,444.510010,436.369995,441.809998,439.203461,1747400
2022-12-02,442.230011,447.700012,438.649994,445.609985,442.981049,1471200
2022-12-05,441.070007,442.160004,435.000000,436.890015,434.312500,1467600
2022-12-06,439.130005,439.260010,433.660004,438.250000,435.664459,1015900
2022-12-07,436.230011,441.839996,435.720001,440.649994,438.050323,1433800
2022-12-08,443.309998,443.489990,437.600006,442.929993,440.316864,1200200
2022-12-09,443.380005,444.540009,434.380005,434.809998,432.244781,1340400
2022-12-12,436.119995,437.420013,431.640015,437.049988,434.471558,1591700
2022-12-13,438.839996,439.660004,432.760010,437.190002,434.610718,1675500
2022-12-14,439.660004,442.250000,434.369995,438.440002,435.853363,1767500
2022-12-15,435.000000,436.820007,426.070007,429.790009,427.254395,1561900
2022-12-16,424.760010,433.000000,421.660004,431.089996,428.546722,3097300
2022-12-19,432.040009,434.640015,429.700012,432.670013,430.117401,1327700
2022-12-20,432.070007,437.040009,429.730011,435.359985,432.791504,985200
2022-12-21,437.850006,444.510010,436.049988,441.640015,439.034485,1220500
2022-12-22,440.339996,440.529999,430.359985,435.859985,433.288544,1223600
2022-12-23,435.890015,437.880005,433.220001,436.929993,434.352264,735600
2022-12-27,438.049988,442.250000,435.750000,436.149994,433.576874,713800
2022-12-28,437.000000,437.899994,429.820007,430.179993,427.642090,821700
2022-12-29,429.730011,431.760010,426.410004,428.640015,427.303162,835300
2022-12-30,426.880005,429.739990,424.820007,428.760010,427.422791,760200
2023-01-03,428.000000,428.160004,420.200012,424.290009,422.966736,1166300
2023-01-04,423.929993,426.359985,420.209991,423.480011,422.159271,1050800
2023-01-05,422.570007,423.489990,412.609985,414.730011,413.436554,1485000
2023-01-06,416.200012,428.540009,416.010010,426.470001,425.139923,1042200
2023-01-09,427.910004,434.279999,426.470001,428.200012,426.864532,1200300
2023-01-10,426.890015,437.950012,426.890015,437.429993,436.065735,1079200
2023-01-11,439.739990,439.880005,430.089996,433.480011,432.128082,1130000
2023-01-12,435.000000,439.980011,431.299988,436.089996,434.729919,1205500
2023-01-13,433.890015,440.260010,433.209991,439.630005,438.258881,985700
2023-01-17,440.079987,445.140015,437.679993,438.200012,436.833344,1767700
2023-01-18,439.089996,443.119995,425.630005,425.989990,424.661407,1390800
2023-01-19,422.220001,423.269989,407.880005,408.600006,407.325653,2241000
2023-01-20,410.339996,411.420013,406.070007,410.600006,409.319427,2781500
2023-01-23,411.450012,413.570007,407.339996,409.339996,408.063354,1390500
2023-01-24,408.500000,419.170013,405.010010,416.670013,415.370483,1319700
2023-01-25,413.170013,415.410004,409.239990,413.640015,412.349945,1002000
2023-01-26,417.739990,421.309998,411.660004,421.200012,419.886383,1191100
2023-01-27,421.200012,422.869995,417.619995,418.179993,416.875763,1324500
2023-01-30,418.730011,425.750000,418.000000,420.600006,419.288239,1376100
2023-01-31,421.809998,423.040009,416.059998,422.839996,421.521240,1269800
2023-02-01,422.040009,429.829987,418.500000,426.989990,425.658295,1112100
2023-02-02,426.619995,426.739990,401.869995,406.549988,405.282043,2551300
2023-02-03,406.500000,413.709991,404.920013,406.059998,404.793579,2295500
2023-02-06,405.500000,412.910004,405.019989,410.230011,408.950592,1378100
2023-02-07,408.200012,413.410004,404.779999,409.519989,408.242767,1313100
2023-02-08,406.059998,411.500000,406.019989,407.690002,406.418488,1061500
2023-02-09,411.079987,412.529999,407.130005,408.010010,406.737488,1262700
2023-02-10,408.660004,418.440002,408.160004,417.790009,416.487000,1357000
2023-02-13,419.380005,423.390015,414.140015,415.329987,414.034637,1428400
2023-02-14,415.380005,415.380005,404.140015,409.309998,408.033447,1503000
2023-02-15,406.670013,414.000000,405.519989,410.040009,408.761169,1424800
2023-02-16,404.970001,409.269989,402.829987,402.959991,401.703247,2122500
2023-02-17,419.000000,436.380005,415.500000,433.309998,431.958588,4888700
2023-02-21,431.920013,437.880005,425.670013,427.170013,425.837738,1936300
2023-02-22,429.380005,430.989990,421.739990,426.410004,425.080109,1356300
2023-02-23,429.980011,431.369995,420.299988,425.049988,423.724335,1086900
2023-02-24,423.600006,423.709991,415.209991,417.420013,416.118164,1031200
2023-02-27,418.589996,422.980011,416.730011,421.630005,420.315033,920200
2023-02-28,421.790009,422.190002,417.179993,419.239990,417.932465,1465200
2023-03-01,418.339996,423.850006,416.809998,419.750000,418.440887,1354000
2023-03-02,417.760010,423.260010,417.760010,421.339996,420.025909,959800
2023-03-03,422.769989,431.670013,422.010010,430.279999,428.938049,1097400
2023-03-06,430.299988,432.000000,425.609985,425.709991,424.382294,1007500
2023-03-07,425.549988,426.929993,417.899994,418.149994,416.845856,1181500
2023-03-08,418.779999,426.119995,418.260010,424.290009,422.966736,1365900
2023-03-09,426.019989,432.890015,420.880005,421.420013,420.105682,2082000
2023-03-10,418.350006,419.769989,395.079987,395.929993,394.695160,2353700
2023-03-13,388.869995,402.709991,386.239990,398.220001,396.978027,2000700
2023-03-14,404.359985,406.339996,397.250000,402.450012,401.194855,1636600
2023-03-15,394.690002,396.500000,382.399994,390.480011,389.262177,1964100
2023-03-16,387.600006,393.339996,384.679993,391.109985,389.890198,1621800
2023-03-17,387.200012,389.970001,381.390015,385.500000,384.297699,3124500
2023-03-20,389.160004,396.679993,387.489990,394.500000,393.269623,1325100
2023-03-21,400.790009,404.540009,399.739990,402.589996,401.334381,1341700
2023-03-22,403.640015,404.209991,394.809998,394.970001,393.738159,1202400
2023-03-23,395.000000,400.709991,389.049988,391.850006,390.627899,1566800
2023-03-24,387.380005,388.589996,381.500000,386.500000,385.294586,1361500
2023-03-27,390.790009,395.029999,386.579987,393.010010,391.784271,1392700
2023-03-28,394.420013,396.929993,392.390015,395.350006,394.116974,982000
2023-03-29,399.649994,401.720001,396.609985,400.790009,399.540009,1455000
2023-03-30,402.299988,406.500000,401.980011,403.700012,403.700012,1267900
2023-03-31,406.000000,413.559998,406.000000,412.880005,412.880005,1778600
2023-04-03,413.049988,419.399994,413.049988,414.989990,414.989990,1632200
2023-04-04,413.480011,414.880005,395.730011,397.660004,397.660004,1801600
2023-04-05,393.369995,394.200012,370.089996,373.820007,373.820007,3265700
2023-04-06,372.190002,373.200012,366.100006,369.649994,369.649994,1846900
